meter_id,hour_start,avg_kwh,min_kwh,max_kwh,sum_kwh
M013,2026-04-10 03:30:00,0.074,0.074,0.074,0.074
M013,2026-04-17 03:30:00,0.065,0.065,0.065,0.065
M013,2026-04-10 04:30:00,0.106,0.106,0.106,0.106
M013,2026-04-17 05:30:00,0.176,0.176,0.176,0.176
M013,2026-04-24 06:30:00,0.196,0.196,0.196,0.196
M013,2026-04-10 12:30:00,0.141,0.141,0.141,0.141
M013,2026-04-24 12:30:00,0.145,0.145,0.145,0.145
M013,2026-04-17 17:30:00,0.237,0.237,0.237,0.237
M013,2026-04-17 19:30:00,0.379,0.379,0.379,0.379
M013,2026-04-17 22:30:00,0.177,0.177,0.177,0.177
M013,2026-04-24 22:30:00,0.156,0.156,0.156,0.156
M013,2026-04-04 06:30:00,0.26,0.26,0.26,0.26
M013,2026-04-11 06:30:00,0.242,0.242,0.242,0.242
M013,2026-04-04 09:30:00,0.15,0.15,0.15,0.15
M013,2026-04-18 09:30:00,0.142,0.142,0.142,0.142
M013,2026-04-25 12:30:00,0.164,0.164,0.164,0.164
M013,2026-04-04 18:30:00,0.401,0.401,0.401,0.401
M013,2026-04-04 19:30:00,0.446,0.446,0.446,0.446
M005,2026-04-05 02:30:00,0.053,0.053,0.053,0.053
M005,2026-04-12 05:30:00,0.208,0.208,0.208,0.208
M005,2026-04-05 09:30:00,0.147,0.147,0.147,0.147
M005,2026-04-05 10:30:00,0.171,0.171,0.171,0.171
M005,2026-04-05 11:30:00,0.177,0.177,0.177,0.177
M005,2026-04-19 11:30:00,0.191,0.191,0.191,0.191
M005,2026-04-26 13:30:00,0.169,0.169,0.169,0.169
M005,2026-04-19 20:30:00,0.356,0.356,0.356,0.356
M005,2026-04-12 22:30:00,0.133,0.133,0.133,0.133
M005,2026-04-19 22:30:00,0.139,0.139,0.139,0.139
M005,2026-04-05 23:30:00,0.086,0.086,0.086,0.086
M005,2026-04-27 02:30:00,0.053,0.053,0.053,0.053
M005,2026-04-13 06:30:00,0.177,0.177,0.177,0.177
M005,2026-04-13 07:30:00,0.221,0.221,0.221,0.221
M005,2026-04-20 07:30:00,0.165,0.165,0.165,0.165
M005,2026-04-27 09:30:00,0.13,0.13,0.13,0.13
M005,2026-04-27 11:30:00,0.158,0.158,0.158,0.158
M005,2026-04-06 12:30:00,0.152,0.152,0.152,0.152
M005,2026-04-20 13:30:00,0.126,0.126,0.126,0.126
M005,2026-04-13 14:30:00,0.133,0.133,0.133,0.133
M005,2026-04-27 14:30:00,0.135,0.135,0.135,0.135
M005,2026-04-20 18:30:00,0.236,0.236,0.236,0.236
M005,2026-04-13 19:30:00,0.359,0.359,0.359,0.359
M005,2026-04-20 21:30:00,0.197,0.197,0.197,0.197
M005,2026-04-20 22:30:00,0.127,0.127,0.127,0.127
M005,2026-04-27 22:30:00,0.105,0.105,0.105,0.105
M005,2026-04-07 00:30:00,0.063,0.063,0.063,0.063
M005,2026-04-28 01:30:00,0.059,0.059,0.059,0.059
M005,2026-04-14 03:30:00,0.053,0.053,0.053,0.053
M005,2026-04-07 04:30:00,0.103,0.103,0.103,0.103
M005,2026-04-14 06:30:00,0.214,0.214,0.214,0.214
M005,2026-04-21 06:30:00,0.217,0.217,0.217,0.217
M005,2026-04-28 07:30:00,0.223,0.223,0.223,0.223
M005,2026-04-28 12:30:00,0.156,0.156,0.156,0.156
M005,2026-04-14 14:30:00,0.13,0.13,0.13,0.13
M005,2026-04-21 20:30:00,0.338,0.338,0.338,0.338
M005,2026-04-08 06:30:00,0.194,0.194,0.194,0.194
M005,2026-04-08 08:30:00,0.141,0.141,0.141,0.141
M005,2026-04-22 10:30:00,0.134,0.134,0.134,0.134
M005,2026-04-08 15:30:00,0.145,0.145,0.145,0.145
M005,2026-04-29 16:30:00,0.22,0.22,0.22,0.22
M005,2026-04-15 18:30:00,0.373,0.373,0.373,0.373
M005,2026-04-15 19:30:00,0.424,0.424,0.424,0.424
M005,2026-04-15 20:30:00,0.424,0.424,0.424,0.424
M005,2026-04-01 21:30:00,0.253,0.253,0.253,0.253
M005,2026-04-08 21:30:00,0.248,0.248,0.248,0.248
M005,2026-04-02 01:30:00,0.057,0.057,0.057,0.057
M005,2026-04-09 02:30:00,0.045,0.045,0.045,0.045
M005,2026-04-30 04:30:00,0.125,0.125,0.125,0.125
M005,2026-04-30 05:30:00,0.177,0.177,0.177,0.177
M005,2026-04-09 09:30:00,0.128,0.128,0.128,0.128
M005,2026-04-02 12:30:00,0.183,0.183,0.183,0.183
M005,2026-04-02 19:30:00,0.345,0.345,0.345,0.345
M005,2026-04-09 19:30:00,0.417,0.417,0.417,0.417
M005,2026-04-23 19:30:00,0.372,0.372,0.372,0.372
M005,2026-04-02 21:30:00,0.247,0.247,0.247,0.247
M005,2026-04-09 21:30:00,0.274,0.274,0.274,0.274
M005,2026-04-09 22:30:00,0.108,0.108,0.108,0.108
M005,2026-04-30 22:30:00,0.146,0.146,0.146,0.146
M005,2026-04-09 23:30:00,0.087,0.087,0.087,0.087
M005,2026-04-17 00:30:00,0.065,0.065,0.065,0.065
M005,2026-04-24 08:30:00,0.151,0.151,0.151,0.151
M005,2026-04-24 09:30:00,0.126,0.126,0.126,0.126
M005,2026-04-24 11:30:00,0.17,0.17,0.17,0.17
M005,2026-04-03 12:30:00,0.173,0.173,0.173,0.173
M005,2026-04-17 13:30:00,0.114,0.114,0.114,0.114
M005,2026-04-03 19:30:00,0.408,0.408,0.408,0.408
M005,2026-04-10 19:30:00,0.345,0.345,0.345,0.345
M005,2026-04-03 20:30:00,0.371,0.371,0.371,0.371
M005,2026-04-17 21:30:00,0.188,0.188,0.188,0.188
M005,2026-04-03 22:30:00,0.136,0.136,0.136,0.136
M005,2026-04-25 01:30:00,0.056,0.056,0.056,0.056
M005,2026-04-18 02:30:00,0.059,0.059,0.059,0.059
M005,2026-04-18 04:30:00,0.123,0.123,0.123,0.123
M005,2026-04-25 04:30:00,0.096,0.096,0.096,0.096
M005,2026-04-04 06:30:00,0.319,0.319,0.319,0.319
M005,2026-04-18 07:30:00,0.242,0.242,0.242,0.242
M005,2026-04-25 09:30:00,0.167,0.167,0.167,0.167
M005,2026-04-04 13:30:00,0.168,0.168,0.168,0.168
M005,2026-04-11 13:30:00,0.135,0.135,0.135,0.135
M005,2026-04-11 14:30:00,0.124,0.124,0.124,0.124
M005,2026-04-18 16:30:00,0.244,0.244,0.244,0.244
M005,2026-04-11 18:30:00,0.498,0.498,0.498,0.498
M005,2026-04-18 19:30:00,0.379,0.379,0.379,0.379
M005,2026-04-25 21:30:00,0.294,0.294,0.294,0.294
M005,2026-04-18 22:30:00,0.155,0.155,0.155,0.155
M040,2026-04-05 01:30:00,0.052,0.052,0.052,0.052
M040,2026-04-26 03:30:00,0.05,0.05,0.05,0.05
M040,2026-04-12 05:30:00,0.15,0.15,0.15,0.15
M040,2026-04-19 06:30:00,0.243,0.243,0.243,0.243
M040,2026-04-26 06:30:00,0.235,0.235,0.235,0.235
M040,2026-04-12 09:30:00,0.151,0.151,0.151,0.151
M040,2026-04-19 09:30:00,0.095,0.095,0.095,0.095
M040,2026-04-19 10:30:00,0.116,0.116,0.116,0.116
M040,2026-04-26 10:30:00,0.155,0.155,0.155,0.155
M040,2026-04-05 15:30:00,0.16,0.16,0.16,0.16
M040,2026-04-05 17:30:00,0.332,0.332,0.332,0.332
M040,2026-04-26 17:30:00,0.245,0.245,0.245,0.245
M040,2026-04-26 18:30:00,0.323,0.323,0.323,0.323
M040,2026-04-05 19:30:00,0.322,0.322,0.322,0.322
M040,2026-04-26 19:30:00,0.328,0.328,0.328,0.328
M040,2026-04-26 22:30:00,0.114,0.114,0.114,0.114
M040,2026-04-05 23:30:00,0.066,0.066,0.066,0.066
M040,2026-04-20 05:30:00,0.122,0.122,0.122,0.122
M040,2026-04-06 11:30:00,0.101,0.101,0.101,0.101
M040,2026-04-27 11:30:00,0.14,0.14,0.14,0.14
M040,2026-04-13 12:30:00,0.133,0.133,0.133,0.133
M040,2026-04-13 14:30:00,0.117,0.117,0.117,0.117
M040,2026-04-06 15:30:00,0.148,0.148,0.148,0.148
M040,2026-04-06 17:30:00,0.236,0.236,0.236,0.236
M040,2026-04-20 18:30:00,0.313,0.313,0.313,0.313
M040,2026-04-06 20:30:00,0.3,0.3,0.3,0.3
M040,2026-04-21 00:30:00,0.049,0.049,0.049,0.049
M040,2026-04-21 02:30:00,0.043,0.043,0.043,0.043
M040,2026-04-21 06:30:00,0.187,0.187,0.187,0.187
M040,2026-04-14 08:30:00,0.12,0.12,0.12,0.12
M040,2026-04-28 09:30:00,0.089,0.089,0.089,0.089
M040,2026-04-21 16:30:00,0.156,0.156,0.156,0.156
M040,2026-04-28 17:30:00,0.225,0.225,0.225,0.225
M040,2026-04-28 18:30:00,0.25,0.25,0.25,0.25
M040,2026-04-21 20:30:00,0.258,0.258,0.258,0.258
M040,2026-04-28 20:30:00,0.33,0.33,0.33,0.33
M040,2026-04-28 22:30:00,0.09,0.09,0.09,0.09
M040,2026-04-29 06:30:00,0.182,0.182,0.182,0.182
M040,2026-04-29 07:30:00,0.146,0.146,0.146,0.146
M040,2026-04-15 09:30:00,0.1,0.1,0.1,0.1
M040,2026-04-01 11:30:00,0.112,0.112,0.112,0.112
M040,2026-04-08 14:30:00,0.111,0.111,0.111,0.111
M040,2026-04-01 18:30:00,0.261,0.261,0.261,0.261
M040,2026-04-01 21:30:00,0.178,0.178,0.178,0.178
M040,2026-04-22 22:30:00,0.095,0.095,0.095,0.095
M040,2026-04-15 23:30:00,0.05,0.05,0.05,0.05
M040,2026-04-09 01:30:00,0.033,0.033,0.033,0.033
M040,2026-04-16 01:30:00,0.042,0.042,0.042,0.042
M040,2026-04-23 01:30:00,0.053,0.053,0.053,0.053
M040,2026-04-16 03:30:00,0.054,0.054,0.054,0.054
M040,2026-04-09 08:30:00,0.125,0.125,0.125,0.125
M040,2026-04-30 08:30:00,0.105,0.105,0.105,0.105
M040,2026-04-02 09:30:00,0.09,0.09,0.09,0.09
M040,2026-04-09 10:30:00,0.098,0.098,0.098,0.098
M040,2026-04-30 11:30:00,0.119,0.119,0.119,0.119
M040,2026-04-23 14:30:00,0.136,0.136,0.136,0.136
M040,2026-04-02 15:30:00,0.12,0.12,0.12,0.12
M040,2026-04-09 16:30:00,0.161,0.161,0.161,0.161
M040,2026-04-16 16:30:00,0.185,0.185,0.185,0.185
M040,2026-04-09 18:30:00,0.32,0.32,0.32,0.32
M040,2026-04-23 21:30:00,0.21,0.21,0.21,0.21
M040,2026-04-16 22:30:00,0.103,0.103,0.103,0.103
M040,2026-04-23 23:30:00,0.072,0.072,0.072,0.072
M040,2026-04-10 01:30:00,0.037,0.037,0.037,0.037
M040,2026-04-10 02:30:00,0.045,0.045,0.045,0.045
M040,2026-04-17 02:30:00,0.048,0.048,0.048,0.048
M040,2026-04-10 05:30:00,0.155,0.155,0.155,0.155
M040,2026-04-10 07:30:00,0.154,0.154,0.154,0.154
M040,2026-04-17 14:30:00,0.07,0.07,0.07,0.07
M040,2026-04-03 15:30:00,0.131,0.131,0.131,0.131
M040,2026-04-10 16:30:00,0.167,0.167,0.167,0.167
M040,2026-04-17 16:30:00,0.171,0.171,0.171,0.171
M040,2026-04-03 19:30:00,0.294,0.294,0.294,0.294
M040,2026-04-10 22:30:00,0.129,0.129,0.129,0.129
M040,2026-04-17 23:30:00,0.054,0.054,0.054,0.054
M040,2026-04-25 00:30:00,0.059,0.059,0.059,0.059
M040,2026-04-18 01:30:00,0.053,0.053,0.053,0.053
M040,2026-04-11 04:30:00,0.09,0.09,0.09,0.09
M040,2026-04-18 04:30:00,0.088,0.088,0.088,0.088
M040,2026-04-25 05:30:00,0.146,0.146,0.146,0.146
M040,2026-04-25 06:30:00,0.226,0.226,0.226,0.226
M040,2026-04-11 08:30:00,0.112,0.112,0.112,0.112
M040,2026-04-25 09:30:00,0.11,0.11,0.11,0.11
M040,2026-04-18 11:30:00,0.162,0.162,0.162,0.162
M040,2026-04-04 15:30:00,0.148,0.148,0.148,0.148
M040,2026-04-11 15:30:00,0.147,0.147,0.147,0.147
M040,2026-04-04 18:30:00,0.284,0.284,0.284,0.284
M040,2026-04-11 18:30:00,0.364,0.364,0.364,0.364
M040,2026-04-04 21:30:00,0.217,0.217,0.217,0.217
M040,2026-04-11 21:30:00,0.239,0.239,0.239,0.239
M008,2026-04-18 23:30:00,0.076,0.076,0.076,0.076
M008,2026-04-26 00:30:00,0.047,0.047,0.047,0.047
M008,2026-04-19 03:30:00,0.054,0.054,0.054,0.054
M008,2026-04-12 06:30:00,0.189,0.189,0.189,0.189
M008,2026-04-05 07:30:00,0.153,0.153,0.153,0.153
M008,2026-04-19 09:30:00,0.12,0.12,0.12,0.12
M008,2026-04-26 10:30:00,0.099,0.099,0.099,0.099
M008,2026-04-05 13:30:00,0.143,0.143,0.143,0.143
M008,2026-04-19 15:30:00,0.127,0.127,0.127,0.127
M008,2026-04-26 16:30:00,0.184,0.184,0.184,0.184
M008,2026-04-12 19:30:00,0.36,0.36,0.36,0.36
M008,2026-04-12 20:30:00,0.372,0.372,0.372,0.372
M008,2026-04-26 23:30:00,0.07,0.07,0.07,0.07
M008,2026-04-06 03:30:00,0.046,0.046,0.046,0.046
M008,2026-04-27 03:30:00,0.048,0.048,0.048,0.048
M008,2026-04-20 06:30:00,0.171,0.171,0.171,0.171
M008,2026-04-06 08:30:00,0.158,0.158,0.158,0.158
M008,2026-04-13 08:30:00,0.138,0.138,0.138,0.138
M008,2026-04-06 09:30:00,0.113,0.113,0.113,0.113
M008,2026-04-13 09:30:00,0.108,0.108,0.108,0.108
M008,2026-04-20 09:30:00,0.098,0.098,0.098,0.098
M008,2026-04-06 10:30:00,0.103,0.103,0.103,0.103
M008,2026-04-20 10:30:00,0.089,0.089,0.089,0.089
M008,2026-04-06 11:30:00,0.119,0.119,0.119,0.119
M008,2026-04-06 14:30:00,0.102,0.102,0.102,0.102
M008,2026-04-20 14:30:00,0.104,0.104,0.104,0.104
M008,2026-04-06 15:30:00,0.157,0.157,0.157,0.157
M008,2026-04-13 18:30:00,0.342,0.342,0.342,0.342
M008,2026-04-13 23:30:00,0.07,0.07,0.07,0.07
M008,2026-04-07 00:30:00,0.054,0.054,0.054,0.054
M008,2026-04-21 01:30:00,0.038,0.038,0.038,0.038
M008,2026-04-28 02:30:00,0.04,0.04,0.04,0.04
M008,2026-04-28 04:30:00,0.098,0.098,0.098,0.098
M008,2026-04-14 05:30:00,0.138,0.138,0.138,0.138
M008,2026-04-28 07:30:00,0.172,0.172,0.172,0.172
M008,2026-04-07 09:30:00,0.122,0.122,0.122,0.122
M008,2026-04-14 10:30:00,0.1,0.1,0.1,0.1
M008,2026-04-21 11:30:00,0.124,0.124,0.124,0.124
M008,2026-04-28 12:30:00,0.142,0.142,0.142,0.142
M008,2026-04-07 14:30:00,0.101,0.101,0.101,0.101
M008,2026-04-21 14:30:00,0.09,0.09,0.09,0.09
M008,2026-04-14 19:30:00,0.31,0.31,0.31,0.31
M008,2026-04-21 19:30:00,0.317,0.317,0.317,0.317
M008,2026-04-07 20:30:00,0.263,0.263,0.263,0.263
M008,2026-04-07 21:30:00,0.154,0.154,0.154,0.154
M008,2026-04-01 03:30:00,0.039,0.039,0.039,0.039
M008,2026-04-15 03:30:00,0.06,0.06,0.06,0.06
M008,2026-04-01 08:30:00,0.14,0.14,0.14,0.14
M008,2026-04-08 08:30:00,0.143,0.143,0.143,0.143
M008,2026-04-22 08:30:00,0.116,0.116,0.116,0.116
M008,2026-04-29 11:30:00,0.127,0.127,0.127,0.127
M008,2026-04-15 12:30:00,0.121,0.121,0.121,0.121
M008,2026-04-22 13:30:00,0.097,0.097,0.097,0.097
M008,2026-04-08 17:30:00,0.231,0.231,0.231,0.231
M008,2026-04-22 17:30:00,0.241,0.241,0.241,0.241
M008,2026-04-29 18:30:00,0.293,0.293,0.293,0.293
M008,2026-04-02 02:30:00,0.046,0.046,0.046,0.046
M008,2026-04-09 03:30:00,0.047,0.047,0.047,0.047
M008,2026-04-23 04:30:00,0.09,0.09,0.09,0.09
M008,2026-04-16 09:30:00,0.114,0.114,0.114,0.114
M008,2026-04-30 10:30:00,0.085,0.085,0.085,0.085
M008,2026-04-23 14:30:00,0.091,0.091,0.091,0.091
M008,2026-04-02 16:30:00,0.154,0.154,0.154,0.154
M008,2026-04-16 17:30:00,0.222,0.222,0.222,0.222
M008,2026-04-09 19:30:00,0.377,0.377,0.377,0.377
M008,2026-04-09 20:30:00,0.319,0.319,0.319,0.319
M008,2026-04-23 20:30:00,0.239,0.239,0.239,0.239
M008,2026-04-30 20:30:00,0.265,0.265,0.265,0.265
M008,2026-04-02 22:30:00,0.095,0.095,0.095,0.095
M008,2026-04-23 22:30:00,0.106,0.106,0.106,0.106
M008,2026-04-17 00:30:00,0.048,0.048,0.048,0.048
M008,2026-04-24 02:30:00,0.043,0.043,0.043,0.043
M008,2026-04-10 04:30:00,0.092,0.092,0.092,0.092
M008,2026-04-24 10:30:00,0.109,0.109,0.109,0.109
M008,2026-04-03 12:30:00,0.149,0.149,0.149,0.149
M008,2026-04-03 14:30:00,0.102,0.102,0.102,0.102
M008,2026-04-10 17:30:00,0.211,0.211,0.211,0.211
M008,2026-04-10 20:30:00,0.256,0.256,0.256,0.256
M008,2026-04-17 21:30:00,0.151,0.151,0.151,0.151
M008,2026-04-03 22:30:00,0.101,0.101,0.101,0.101
M008,2026-04-03 23:30:00,0.072,0.072,0.072,0.072
M008,2026-04-10 23:30:00,0.059,0.059,0.059,0.059
M008,2026-04-18 03:30:00,0.073,0.073,0.073,0.073
M008,2026-04-18 08:30:00,0.166,0.166,0.166,0.166
M008,2026-04-25 08:30:00,0.165,0.165,0.165,0.165
M008,2026-04-18 12:30:00,0.141,0.141,0.141,0.141
M008,2026-04-18 14:30:00,0.118,0.118,0.118,0.118
M008,2026-04-18 17:30:00,0.289,0.289,0.289,0.289
M008,2026-04-11 18:30:00,0.351,0.351,0.351,0.351
M008,2026-04-11 22:30:00,0.137,0.137,0.137,0.137
M037,2026-04-26 00:30:00,0.056,0.056,0.056,0.056
M037,2026-04-12 02:30:00,0.043,0.043,0.043,0.043
M037,2026-04-26 02:30:00,0.039,0.039,0.039,0.039
M037,2026-04-12 13:30:00,0.062,0.062,0.062,0.062
M037,2026-04-12 16:30:00,0.155,0.155,0.155,0.155
M037,2026-04-19 18:30:00,0.29,0.29,0.29,0.29
M037,2026-04-26 18:30:00,0.284,0.284,0.284,0.284
M037,2026-04-19 23:30:00,0.041,0.041,0.041,0.041
M037,2026-04-13 02:30:00,0.034,0.034,0.034,0.034
M037,2026-04-27 02:30:00,0.033,0.033,0.033,0.033
M037,2026-04-06 03:30:00,0.043,0.043,0.043,0.043
M037,2026-04-27 03:30:00,0.033,0.033,0.033,0.033
M037,2026-04-13 04:30:00,0.068,0.068,0.068,0.068
M037,2026-04-06 05:30:00,0.099,0.099,0.099,0.099
M037,2026-04-20 05:30:00,0.142,0.142,0.142,0.142
M037,2026-04-27 06:30:00,0.133,0.133,0.133,0.133
M037,2026-04-13 07:30:00,0.114,0.114,0.114,0.114
M037,2026-04-13 13:30:00,0.085,0.085,0.085,0.085
M037,2026-04-27 13:30:00,0.087,0.087,0.087,0.087
M037,2026-04-06 21:30:00,0.132,0.132,0.132,0.132
M037,2026-04-13 21:30:00,0.128,0.128,0.128,0.128
M037,2026-04-06 22:30:00,0.09,0.09,0.09,0.09
M037,2026-04-07 00:30:00,0.042,0.042,0.042,0.042
M037,2026-04-21 01:30:00,0.036,0.036,0.036,0.036
M037,2026-04-28 01:30:00,0.034,0.034,0.034,0.034
M037,2026-04-21 03:30:00,0.043,0.043,0.043,0.043
M037,2026-04-21 04:30:00,0.075,0.075,0.075,0.075
M037,2026-04-21 07:30:00,0.119,0.119,0.119,0.119
M037,2026-04-28 09:30:00,0.079,0.079,0.079,0.079
M037,2026-04-07 12:30:00,0.116,0.116,0.116,0.116
M037,2026-04-28 12:30:00,0.077,0.077,0.077,0.077
M037,2026-04-14 16:30:00,0.127,0.127,0.127,0.127
M037,2026-04-28 18:30:00,0.204,0.204,0.204,0.204
M037,2026-04-14 20:30:00,0.226,0.226,0.226,0.226
M037,2026-04-28 23:30:00,0.04,0.04,0.04,0.04
M037,2026-04-15 00:30:00,0.047,0.047,0.047,0.047
M037,2026-04-08 01:30:00,0.033,0.033,0.033,0.033
M037,2026-04-08 02:30:00,0.034,0.034,0.034,0.034
M037,2026-04-01 03:30:00,0.04,0.04,0.04,0.04
M037,2026-04-15 07:30:00,0.147,0.147,0.147,0.147
M037,2026-04-22 09:30:00,0.121,0.121,0.121,0.121
M037,2026-04-08 13:30:00,0.082,0.082,0.082,0.082
M037,2026-04-29 14:30:00,0.09,0.09,0.09,0.09
M037,2026-04-22 15:30:00,0.084,0.084,0.084,0.084
M037,2026-04-01 17:30:00,0.192,0.192,0.192,0.192
M037,2026-04-22 18:30:00,0.199,0.199,0.199,0.199
M037,2026-04-29 20:30:00,0.198,0.198,0.198,0.198
M037,2026-04-22 21:30:00,0.149,0.149,0.149,0.149
M037,2026-04-09 00:30:00,0.045,0.045,0.045,0.045
M037,2026-04-02 01:30:00,0.034,0.034,0.034,0.034
M037,2026-04-16 01:30:00,0.034,0.034,0.034,0.034
M037,2026-04-16 04:30:00,0.065,0.065,0.065,0.065
M037,2026-04-23 04:30:00,0.072,0.072,0.072,0.072
M037,2026-04-02 06:30:00,0.142,0.142,0.142,0.142
M037,2026-04-23 06:30:00,0.124,0.124,0.124,0.124
M037,2026-04-09 08:30:00,0.103,0.103,0.103,0.103
M037,2026-04-02 09:30:00,0.087,0.087,0.087,0.087
M037,2026-04-23 10:30:00,0.077,0.077,0.077,0.077
M037,2026-04-02 12:30:00,0.113,0.113,0.113,0.113
M037,2026-04-16 12:30:00,0.121,0.121,0.121,0.121
M037,2026-04-02 13:30:00,0.094,0.094,0.094,0.094
M037,2026-04-09 14:30:00,0.085,0.085,0.085,0.085
M037,2026-04-02 16:30:00,0.141,0.141,0.141,0.141
M037,2026-04-23 16:30:00,0.151,0.151,0.151,0.151
M037,2026-04-02 18:30:00,0.281,0.281,0.281,0.281
M037,2026-04-09 18:30:00,0.243,0.243,0.243,0.243
M037,2026-04-24 00:30:00,0.045,0.045,0.045,0.045
M037,2026-04-24 02:30:00,0.03,0.03,0.03,0.03
M037,2026-04-10 05:30:00,0.133,0.133,0.133,0.133
M037,2026-04-24 05:30:00,0.129,0.129,0.129,0.129
M037,2026-04-10 06:30:00,0.134,0.134,0.134,0.134
M037,2026-04-17 06:30:00,0.134,0.134,0.134,0.134
M037,2026-04-24 09:30:00,0.077,0.077,0.077,0.077
M037,2026-04-17 15:30:00,0.095,0.095,0.095,0.095
M037,2026-04-10 16:30:00,0.118,0.118,0.118,0.118
M037,2026-04-24 17:30:00,0.145,0.145,0.145,0.145
M037,2026-04-17 20:30:00,0.242,0.242,0.242,0.242
M037,2026-04-24 20:30:00,0.194,0.194,0.194,0.194
M037,2026-04-10 22:30:00,0.09,0.09,0.09,0.09
M037,2026-04-03 23:30:00,0.069,0.069,0.069,0.069
M037,2026-04-04 00:30:00,0.059,0.059,0.059,0.059
M037,2026-04-11 00:30:00,0.045,0.045,0.045,0.045
M037,2026-04-04 02:30:00,0.04,0.04,0.04,0.04
M037,2026-04-04 06:30:00,0.174,0.174,0.174,0.174
M037,2026-04-04 07:30:00,0.151,0.151,0.151,0.151
M037,2026-04-04 08:30:00,0.112,0.112,0.112,0.112
M037,2026-04-11 09:30:00,0.096,0.096,0.096,0.096
M037,2026-04-04 10:30:00,0.094,0.094,0.094,0.094
M037,2026-04-11 10:30:00,0.061,0.061,0.061,0.061
M037,2026-04-18 13:30:00,0.101,0.101,0.101,0.101
M037,2026-04-18 14:30:00,0.076,0.076,0.076,0.076
M037,2026-04-18 16:30:00,0.139,0.139,0.139,0.139
M037,2026-04-11 17:30:00,0.212,0.212,0.212,0.212
M037,2026-04-25 19:30:00,0.326,0.326,0.326,0.326
M037,2026-04-11 20:30:00,0.234,0.234,0.234,0.234
M037,2026-04-04 21:30:00,0.167,0.167,0.167,0.167
M037,2026-04-18 22:30:00,0.105,0.105,0.105,0.105
M016,2026-04-18 23:30:00,0.021,0.021,0.021,0.021
M016,2026-04-05 03:30:00,0.023,0.023,0.023,0.023
M016,2026-04-26 04:30:00,0.038,0.038,0.038,0.038
M016,2026-04-19 06:30:00,0.088,0.088,0.088,0.088
M016,2026-04-05 08:30:00,0.052,0.052,0.052,0.052
M016,2026-04-26 09:30:00,0.038,0.038,0.038,0.038
M016,2026-04-19 10:30:00,0.046,0.046,0.046,0.046
M016,2026-04-05 11:30:00,0.056,0.056,0.056,0.056
M016,2026-04-05 12:30:00,0.044,0.044,0.044,0.044
M016,2026-04-26 12:30:00,0.051,0.051,0.051,0.051
M016,2026-04-12 15:30:00,0.061,0.061,0.061,0.061
M016,2026-04-26 16:30:00,0.069,0.069,0.069,0.069
M016,2026-04-12 18:30:00,0.114,0.114,0.114,0.114
M016,2026-04-12 21:30:00,0.08,0.08,0.08,0.08
M016,2026-04-26 22:30:00,0.04,0.04,0.04,0.04
M016,2026-04-13 03:30:00,0.021,0.021,0.021,0.021
M016,2026-04-27 03:30:00,0.02,0.02,0.02,0.02
M016,2026-04-06 04:30:00,0.036,0.036,0.036,0.036
M016,2026-04-13 04:30:00,0.027,0.027,0.027,0.027
M016,2026-04-20 07:30:00,0.066,0.066,0.066,0.066
M016,2026-04-13 10:30:00,0.049,0.049,0.049,0.049
M016,2026-04-20 10:30:00,0.034,0.034,0.034,0.034
M016,2026-04-13 11:30:00,0.049,0.049,0.049,0.049
M016,2026-04-13 12:30:00,0.049,0.049,0.049,0.049
M016,2026-04-06 15:30:00,0.048,0.048,0.048,0.048
M016,2026-04-13 15:30:00,0.054,0.054,0.054,0.054
M016,2026-04-27 15:30:00,0.053,0.053,0.053,0.053
M016,2026-04-06 16:30:00,0.063,0.063,0.063,0.063
M016,2026-04-13 19:30:00,0.137,0.137,0.137,0.137
M016,2026-04-13 21:30:00,0.083,0.083,0.083,0.083
M016,2026-04-07 00:30:00,0.023,0.023,0.023,0.023
M016,2026-04-07 01:30:00,0.017,0.017,0.017,0.017
M016,2026-04-21 02:30:00,0.015,0.015,0.015,0.015
M016,2026-04-28 02:30:00,0.015,0.015,0.015,0.015
M016,2026-04-21 09:30:00,0.051,0.051,0.051,0.051
M016,2026-04-14 10:30:00,0.038,0.038,0.038,0.038
M016,2026-04-07 13:30:00,0.042,0.042,0.042,0.042
M016,2026-04-07 14:30:00,0.042,0.042,0.042,0.042
M016,2026-04-14 20:30:00,0.091,0.091,0.091,0.091
M016,2026-04-21 22:30:00,0.028,0.028,0.028,0.028
M016,2026-04-29 00:30:00,0.02,0.02,0.02,0.02
M016,2026-04-01 01:30:00,0.016,0.016,0.016,0.016
M016,2026-04-15 01:30:00,0.021,0.021,0.021,0.021
M016,2026-04-22 01:30:00,0.016,0.016,0.016,0.016
M016,2026-04-29 02:30:00,0.016,0.016,0.016,0.016
M016,2026-04-08 04:30:00,0.039,0.039,0.039,0.039
M016,2026-04-29 06:30:00,0.1,0.1,0.1,0.1
M016,2026-04-22 08:30:00,0.051,0.051,0.051,0.051
M016,2026-04-08 09:30:00,0.031,0.031,0.031,0.031
M016,2026-04-15 09:30:00,0.035,0.035,0.035,0.035
M016,2026-04-15 11:30:00,0.042,0.042,0.042,0.042
M016,2026-04-08 13:30:00,0.041,0.041,0.041,0.041
M016,2026-04-08 14:30:00,0.037,0.037,0.037,0.037
M016,2026-04-01 16:30:00,0.058,0.058,0.058,0.058
M016,2026-04-15 18:30:00,0.119,0.119,0.119,0.119
